CustomerID,Age Group,Gender,ItemPurchased,Category,PurchaseAmount,Location,Size,Color,Season,ReviewRating,SubscriptionStatus,ShippingType,PromoCodeUsed,PreviousPurchases,PaymentMethod,DiscountValue
817,20 - 29,Female,Sweater,Clothing,24,Illinois,L,Cyan,Summer,3.9,Yes,Store Pickup,No,0,Debit Card,0
818,20 - 29,Female,Handbag,Accessories,21,Nevada,S,Gray,Spring,4.7,Yes,Store Pickup,No,0,Credit,0
819,50 - 59,Female,Shirt,Clothing,91,Idaho,M,Peach,Winter,4.9,Yes,Store Pickup,No,0,Debit Card,
820,50 - 59,Female,Sunglasses,Accessories,36,Colorado,S,Teal,Winter,4.8,Yes,Next Day Air,No,28,Debit Card,
821,50 - 59,Male,Sneakers,Footwear,39,Louisiana,M,Turquoise,Spring,2.5,Yes,2-Day Shipping,No,0,Debit Card,
822,60 - 70,Male,Hoodie,Clothing,39,Vermont,M,Green,Spring,3.9,Yes,Standard,No,0,Credit Card,
823,30 - 39,Female,Shirt,Clothing,59,Mississippi,L,Magenta,Winter,3.4,Yes,Standard,Yes,0,Bank Transfer,10
824,50 - 59,Male,Sunglasses,Accessories,27,Georgia,M,Green,Winter,2.5,Yes,Free Shipping,No,0,Credit Card,0
825,60 - 70,Male,Blouse,Clothing,94,Georgia,M,White,Spring,3,Yes,Store Pickup,No,0,Cash,
826,20 - 29,Male,Belt,Accessories,94,Nebraska,XL,Brown,Fall,3.6,Yes,Next Day Air,Yes,0,Cash,10
827,0 - 9,Female,Dress,Clothing,94,Massachusetts,M,Purple,Winter,3.6,Yes,Standard,No,36,Cash,
828,30 - 39,Male,Shoes,Footwear,51,Colorado,S,Green,Fall,4.1,Yes,Free Shipping,No,33,Bank Transfer,
829,20 - 29,Female,Socks,Clothing,62,Nevada,M,Peach,Fall,3.7,Yes,2-Day Shipping,No,0,Cash,0
830,0 - 9,Female,Socks,Clothing,57,Idaho,S,Silver,Spring,3.1,Yes,2-Day Shipping,No,0,Credit Card,0
831,40 - 49,Male,Shorts,Clothing,76,Wyoming,M,Maroon,Fall,4.2,Yes,Express,No,5,Credit Card,
832,60 - 70,Female,Gloves,Accessories,63,Washington,M,Red,Summer,4.3,Yes,Express,No,0,Cash,
833,0 - 9,Female,Jacket,Outerwear,80,California,L,Blue,Fall,2.5,Yes,Express,Yes,28,Cash,50
834,40 - 49,Female,Handbag,Accessories,68,Oklahoma,M,Purple,Fall,3.5,Yes,Standard,No,0,Credit Card,
835,50 - 59,Female,Backpack,Accessories,89,Nevada,M,Indigo,Summer,3.1,Yes,Free Shipping,No,18,Credit Card,0
836,30 - 39,Female,Boots,Footwear,26,Maryland,L,Indigo,Summer,2.5,Yes,Next Day Air,Yes,21,Debit Card,10
837,20 - 29,Female,Gloves,Accessories,90,West Virginia,L,Violet,Winter,3.9,Yes,Store Pickup,No,22,Cash,0
838,20 - 29,,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,0,Cash,10
839,30 - 39,Male,Coat,Outerwear,29,Kentucky,M,Gray,Spring,4.3,Yes,Express,Yes,0,Credit Card,10
840,40 - 49,Female,Shirt,Clothing,31,Illinois,L,Teal,Spring,2.6,Yes,Free Shipping,No,0,Debit Card,0
841,40 - 49,Male,Shirt,Clothing,24,Alabama,L,Teal,Summer,4.2,Yes,2-Day Shipping,No,0,Cash,0
842,50 - 59,Female,Sweater,Clothing,88,Texas,M,Beige,Summer,2.6,Yes,Store Pickup,Yes,0,Cash,20
843,50 - 59,Female,Shirt,Clothing,87,Missouri,M,Violet,Spring,3.6,Yes,Express,No,0,Credit,
844,60 - 70,Female,Hoodie,Clothing,80,Pennsylvania,S,Beige,Summer,3.2,Yes,Express,No,0,Credit,
845,50 - 59,Female,Sandals,Footwear,48,Missouri,L,Purple,Winter,4.4,Yes,Express,No,0,Debit Card,
846,30 - 39,Male,Belt,Accessories,21,Michigan,XL,Charcoal,Winter,3.7,Yes,Standard,No,0,Debit Card,0
847,40 - 49,Female,Boots,Footwear,72,Kentucky,M,Pink,Spring,3.7,Yes,Express,No,0,Debit Card,0
848,50 - 59,Female,Hoodie,Clothing,44,New Jersey,L,Blue,Fall,4.1,Yes,Standard,No,30,Credit,
849,40 - 49,Female,Sandals,Footwear,73,Delaware,M,Lavender,Fall,3.6,Yes,Store Pickup,No,33,Credit Card,
850,20 - 29,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,No,0,Cash,0
851,60 - 70,Female,Shoes,Footwear,20,Connecticut,L,Turquoise,Winter,2.6,Yes,Store Pickup,Yes,0,Debit Card,10
852,30 - 39,Female,Sandals,Footwear,86,Massachusetts,M,Red,Summer,2.9,Yes,Express,No,0,Debit Card,
853,30 - 39,Female,Dress,Clothing,60,Florida,L,Yellow,Spring,4.2,Yes,Next Day Air,No,0,Debit Card,
854,60 - 70,,Hat,Accessories,43,Delaware,L,Orange,Winter,4,Yes,Free Shipping,No,0,Cash,
855,20 - 29,Male,Pants,Clothing,44,California,L,Blue,Spring,4.3,Yes,Free Shipping,No,0,Debit Card,0
856,60 - 70,Female,Socks,Clothing,76,Oregon,L,Gold,Spring,3,Yes,2-Day Shipping,Yes,0,Credit Card,10
857,50 - 59,Female,Shirt,Clothing,33,Alaska,M,Gold,Summer,3.5,Yes,Express,Yes,0,Debit Card,10
858,40 - 49,Female,Shorts,Clothing,60,Missouri,L,Cyan,Fall,3,Yes,Standard,Yes,0,Debit Card,50
859,10 - 19,Female,Jacket,Outerwear,26,Oklahoma,L,Olive,Fall,3.1,Yes,Free Shipping,No,33,Debit,0
860,40 - 49,Female,Hoodie,Clothing,73,Wisconsin,M,Teal,Winter,4,Yes,Next Day Air,No,0,Debit Card,0
861,20 - 29,Female,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,3,Cash,10
862,40 - 49,Female,Skirt,Clothing,100,Virginia,XL,Green,Spring,3.3,Yes,2-Day Shipping,No,0,Credit Card,
863,10 - 19,Male,Coat,Outerwear,84,Arkansas,M,Charcoal,Winter,4.9,Yes,Standard,No,0,Debit,
864,40 - 49,,Sneakers,Footwear,41,Vermont,M,Cyan,Summer,3.9,Yes,Standard,No,0,Credit,
865,50 - 59,Female,Jeans,Clothing,59,Kentucky,S,Charcoal,Winter,3.9,Yes,Next Day Air,No,5,Credit,
866,60 - 70,Female,Blouse,Clothing,26,Colorado,L,Charcoal,Winter,4.8,Yes,Store Pickup,Yes,23,Debit Card,10
867,60 - 70,Male,Sunglasses,Accessories,69,New Mexico,M,Lavender,Summer,2.7,Yes,Free Shipping,No,0,Credit,0
868,30 - 39,Male,Jacket,Outerwear,20,Colorado,M,Turquoise,Spring,3.1,Yes,Free Shipping,No,0,Bank Transfer,
869,40 - 49,Female,Dress,Clothing,83,North Carolina,M,Green,Summer,3.2,Yes,Next Day Air,No,0,Credit Card,
870,30 - 39,Male,Hat,Accessories,54,New Hampshire,M,Silver,Spring,2.7,Yes,2-Day Shipping,No,0,Credit,
871,60 - 70,Female,Hoodie,Clothing,66,West Virginia,M,Blue,Fall,2.5,Yes,Standard,No,0,Bank Transfer,0
872,40 - 49,Female,Handbag,Accessories,42,Hawaii,M,Charcoal,Spring,2.6,Yes,Next Day Air,Yes,0,Debit Card,10
873,50 - 59,,Jeans,Clothing,33,North Dakota,M,Pink,Spring,2.9,Yes,Standard,No,25,Cash,0
874,50 - 59,Female,Boots,Footwear,77,Mississippi,M,Pink,Summer,4.2,Yes,Free Shipping,Yes,24,Debit Card,10
875,20 - 29,Female,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,No,0,Debit Card,0
876,0 - 9,Female,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,No,0,Bank Transfer,
877,40 - 49,Female,Belt,Accessories,51,Nebraska,L,Gray,Summer,3.8,Yes,2-Day Shipping,No,0,Debit Card,0
878,60 - 70,,Handbag,Accessories,65,Nebraska,M,Orange,Winter,4.9,Yes,Next Day Air,No,0,Debit Card,0
879,20 - 29,Female,Sunglasses,Accessories,89,Tennessee,S,Black,Summer,4.9,Yes,Express,No,37,Debit Card,
880,60 - 70,Male,Skirt,Clothing,76,Wyoming,S,Lavender,Spring,4.1,Yes,Free Shipping,No,0,Debit,
881,30 - 39,Female,Backpack,Accessories,75,Nevada,L,Red,Spring,3.1,Yes,Express,No,0,Debit Card,0
882,50 - 59,Male,Sandals,Footwear,61,South Carolina,M,Silver,Summer,2.7,Yes,Next Day Air,No,0,Debit Card,
883,50 - 59,Female,Boots,Footwear,35,Virginia,M,Cyan,Fall,3.8,Yes,Next Day Air,Yes,37,Cash,10
884,20 - 29,,Sneakers,Footwear,37,Pennsylvania,S,Gold,Fall,4.3,Yes,Free Shipping,No,0,Bank Transfer,
885,60 - 70,Female,Skirt,Clothing,91,Hawaii,L,Yellow,Winter,4.1,Yes,Express,No,0,Bank Transfer,
886,40 - 49,Female,Dress,Clothing,99,Ohio,L,Purple,Fall,4.4,Yes,Free Shipping,No,0,Debit Card,0
887,10 - 19,Male,Shorts,Clothing,54,Utah,S,Brown,Summer,3.6,Yes,Express,No,0,Bank Transfer,
888,60 - 70,Male,Handbag,Accessories,47,Minnesota,L,Turquoise,Winter,3.3,Yes,2-Day Shipping,No,33,Credit,
889,40 - 49,Female,Scarf,Accessories,77,New Hampshire,S,Gold,Spring,3.6,Yes,Express,No,0,Cash,
890,50 - 59,Female,Belt,Accessories,84,Arizona,S,Olive,Fall,2.8,Yes,Free Shipping,No,50,Debit Card,
891,50 - 59,Female,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,0,Credit Card,10
892,20 - 29,Female,Skirt,Clothing,26,Pennsylvania,S,Lavender,Summer,3.9,Yes,Store Pickup,Yes,0,Cash,20
893,30 - 39,Female,Shorts,Clothing,64,New Mexico,L,Gray,Summer,2.7,Yes,Free Shipping,Yes,0,Debit Card,20
894,0 - 9,Female,Backpack,Accessories,51,Nebraska,M,Red,Spring,4.7,Yes,Express,Yes,0,Debit Card,10
895,40 - 49,Female,Hoodie,Clothing,60,Wyoming,L,Purple,Spring,3.8,Yes,Free Shipping,No,0,Debit Card,
896,40 - 49,Female,Hat,Accessories,69,Mississippi,XL,Olive,Spring,4.7,Yes,Next Day Air,Yes,0,Debit Card,10
897,60 - 70,Male,Jewelry,Accessories,29,Arkansas,M,Lavender,Spring,4.7,Yes,Express,No,0,Cash,0
898,20 - 29,Male,Shirt,Clothing,91,Illinois,M,Gray,Spring,3.4,Yes,Express,No,0,Debit Card,
899,50 - 59,Female,Belt,Accessories,70,Nevada,L,Red,Spring,3.5,Yes,2-Day Shipping,Yes,0,Bank Transfer,10
900,60 - 70,Male,Sweater,Clothing,58,Rhode Island,M,Peach,Summer,4,Yes,Standard,No,0,Credit,0
901,50 - 59,Female,Hat,Accessories,98,West Virginia,L,Gray,Fall,3.3,Yes,Free Shipping,Yes,42,Bank Transfer,10
902,0 - 9,Female,Scarf,Accessories,68,Missouri,L,Violet,Summer,4.7,Yes,2-Day Shipping,No,0,Cash,
903,40 - 49,Female,Hat,Accessories,44,Kentucky,M,Beige,Summer,2.8,Yes,Next Day Air,No,0,Cash,0
904,40 - 49,Female,Jacket,Outerwear,45,Washington,M,Blue,Winter,3.3,Yes,Express,No,0,Credit,
905,60 - 70,,T-shirt,Clothing,99,Alaska,L,Magenta,Spring,2.9,Yes,Free Shipping,No,0,Debit,
906,40 - 49,Female,Dress,Clothing,68,Mississippi,S,Cyan,Spring,2.8,Yes,Standard,No,0,Debit Card,
907,0 - 9,Male,Pants,Clothing,56,South Carolina,M,Red,Spring,4.2,Yes,Standard,No,0,Debit Card,0
908,30 - 39,Female,Sweater,Clothing,43,Missouri,L,Cyan,Winter,4.4,Yes,Express,Yes,0,Credit Card,10
909,20 - 29,Female,Sunglasses,Accessories,99,New Jersey,M,Turquoise,Winter,3.6,Yes,Free Shipping,Yes,0,Credit,10
910,60 - 70,Female,Belt,Accessories,56,Louisiana,L,Silver,Fall,2.7,Yes,Express,Yes,36,Credit,10
911,40 - 49,Female,Hoodie,Clothing,25,South Carolina,S,Pink,Spring,3.4,Yes,Express,No,0,Credit Card,
912,50 - 59,Female,Pants,Clothing,74,Vermont,M,Black,Winter,2.8,Yes,2-Day Shipping,No,0,Bank Transfer,0
913,20 - 29,Male,Hoodie,Clothing,56,Arkansas,M,Green,Winter,3.4,Yes,Next Day Air,Yes,0,Bank Transfer,10
914,30 - 39,Female,Sneakers,Footwear,47,Utah,M,Yellow,Fall,2.6,Yes,Next Day Air,No,0,Cash,0
915,40 - 49,Female,Dress,Clothing,67,Washington,L,Purple,Summer,4.1,Yes,Standard,No,0,Debit Card,
916,30 - 39,Female,Dress,Clothing,22,Rhode Island,L,Purple,Winter,2.9,Yes,Store Pickup,No,0,Credit Card,
917,40 - 49,Male,Jeans,Clothing,34,Illinois,S,Blue,Spring,2.7,Yes,Standard,No,0,Debit Card,0
918,60 - 70,Female,Sweater,Clothing,64,Missouri,M,Maroon,Spring,3.7,Yes,Standard,No,0,Bank Transfer,0
919,60 - 70,Female,Shorts,Clothing,42,North Carolina,M,Orange,Spring,4.3,Yes,2-Day Shipping,No,11,Cash,0
920,40 - 49,Male,Shirt,Clothing,82,Massachusetts,L,Green,Winter,2.6,Yes,2-Day Shipping,No,0,Debit Card,0
921,30 - 39,,Belt,Accessories,81,Arkansas,XL,Gold,Summer,4.3,Yes,Free Shipping,No,0,Cash,
922,60 - 70,Female,Coat,Outerwear,24,South Dakota,L,Silver,Summer,4.1,Yes,Express,No,0,Cash,0
923,60 - 70,Female,Sneakers,Footwear,60,Georgia,M,Cyan,Fall,4.2,Yes,Standard,Yes,0,Credit Card,10
924,50 - 59,Female,Shirt,Clothing,24,Arkansas,M,Silver,Spring,4.2,Yes,2-Day Shipping,No,0,Cash,
925,50 - 59,Female,Socks,Clothing,78,Kansas,XL,Beige,Winter,3.1,Yes,Standard,Yes,0,Cash,10
926,20 - 29,Female,Jeans,Clothing,88,Arizona,L,Teal,Winter,4.9,Yes,Express,Yes,0,Cash,20
927,50 - 59,Female,Jeans,Clothing,63,Massachusetts,XL,Green,Spring,4.4,Yes,Express,No,11,Cash,0
928,20 - 29,Female,Sneakers,Footwear,78,New Mexico,L,Black,Summer,4.4,Yes,Standard,No,0,Debit Card,0
929,60 - 70,Female,Dress,Clothing,37,Arkansas,XL,Yellow,Winter,3.4,Yes,Store Pickup,No,0,Cash,
930,50 - 59,Male,Boots,Footwear,94,Nebraska,M,White,Fall,4.5,Yes,2-Day Shipping,Yes,26,Debit Card,10
931,20 - 29,Female,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,No,0,Credit Card,
932,20 - 29,Female,Coat,Outerwear,36,Nebraska,M,Silver,Winter,4.1,Yes,Standard,No,0,Bank Transfer,0
933,60 - 70,Female,Skirt,Clothing,24,Indiana,L,Blue,Winter,3.2,Yes,Standard,No,0,Debit Card,0
934,60 - 70,Male,Sneakers,Footwear,84,Colorado,M,Magenta,Spring,2.7,Yes,Store Pickup,No,0,Debit Card,0
935,0 - 9,Female,Jeans,Clothing,47,Oregon,S,Yellow,Spring,3.7,Yes,Express,No,0,Bank Transfer,0
936,50 - 59,,Hoodie,Clothing,51,Ohio,L,White,Fall,2.6,Yes,Store Pickup,No,2,Bank Transfer,0
937,30 - 39,Female,Shoes,Footwear,84,Maine,M,Pink,Summer,2.7,Yes,Free Shipping,Yes,28,Cash,10
938,30 - 39,Male,Shorts,Clothing,24,Iowa,M,Magenta,Summer,2.7,Yes,Express,No,0,Debit Card,0
939,30 - 39,Female,Blouse,Clothing,97,Wisconsin,S,Teal,Fall,4.8,Yes,Free Shipping,No,0,Debit Card,
940,20 - 29,Female,T-shirt,Clothing,89,New York,L,Indigo,Winter,4.8,Yes,Next Day Air,No,24,Credit Card,
941,40 - 49,Female,Belt,Accessories,44,Colorado,S,Maroon,Spring,2.6,Yes,Store Pickup,No,0,Credit,
942,30 - 39,Female,Handbag,Accessories,35,Illinois,L,Black,Winter,4.5,Yes,2-Day Shipping,No,38,Cash,0
943,20 - 29,Male,Dress,Clothing,91,Arizona,M,Cyan,Winter,3.2,Yes,Express,No,0,Cash,
944,30 - 39,Female,Hat,Accessories,63,Oklahoma,L,Cyan,Winter,3.8,Yes,Next Day Air,No,13,Debit Card,0
945,50 - 59,Female,Belt,Accessories,97,Indiana,S,Gray,Spring,4.8,Yes,Express,No,39,Cash,
946,30 - 39,Female,Boots,Footwear,38,Minnesota,M,Violet,Summer,4.1,Yes,Store Pickup,No,0,Debit Card,0
947,40 - 49,Female,Coat,Outerwear,24,Pennsylvania,XL,Blue,Spring,2.8,Yes,Next Day Air,Yes,0,Cash,10
948,0 - 9,Female,Blouse,Clothing,32,Indiana,M,Charcoal,Winter,3.9,Yes,Store Pickup,No,6,Cash,
949,40 - 49,Female,Hat,Accessories,90,Alabama,L,Olive,Summer,4.9,Yes,Express,No,0,Debit Card,
950,30 - 39,Female,Jeans,Clothing,36,Montana,M,Olive,Summer,3.4,Yes,Standard,Yes,0,Debit Card,10
951,50 - 59,Female,Backpack,Accessories,37,New Mexico,XL,Turquoise,Winter,4.1,Yes,Free Shipping,No,30,Debit,
952,40 - 49,Male,Dress,Clothing,51,Alaska,M,Cyan,Summer,2.9,Yes,Express,No,0,Bank Transfer,
953,30 - 39,Female,Hat,Accessories,71,Idaho,S,Red,Fall,3.1,Yes,2-Day Shipping,No,0,Cash,
954,60 - 70,Female,Sunglasses,Accessories,50,Utah,S,Cyan,Spring,3.6,Yes,2-Day Shipping,No,0,Debit Card,0
955,60 - 70,Female,Hat,Accessories,74,Louisiana,S,Turquoise,Fall,3.5,Yes,Standard,No,0,Credit Card,0
956,50 - 59,Male,Dress,Clothing,75,Mississippi,L,Lavender,Summer,3.4,Yes,Free Shipping,No,0,Debit,0
957,20 - 29,,Shirt,Clothing,99,Mississippi,XL,Cyan,Spring,2.9,Yes,2-Day Shipping,No,0,Debit Card,
958,30 - 39,Female,Scarf,Accessories,23,Indiana,XL,Violet,Spring,4.7,Yes,Store Pickup,No,0,Cash,0
959,60 - 70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,0,Credit Card,10
960,30 - 39,Male,Skirt,Clothing,99,Nevada,M,Cyan,Spring,2.6,Yes,Standard,No,0,Cash,0
961,10 - 19,Female,Jewelry,Accessories,48,Louisiana,XL,Indigo,Spring,4.4,Yes,Standard,No,0,Debit Card,
962,60 - 70,Female,Boots,Footwear,72,Pennsylvania,L,Olive,Fall,3.7,Yes,Next Day Air,No,0,Debit Card,0
963,20 - 29,Female,Sunglasses,Accessories,64,Michigan,L,Green,Spring,4.4,Yes,Standard,Yes,0,Debit Card,50
964,20 - 29,Male,Boots,Footwear,63,South Carolina,L,Green,Spring,2.5,Yes,2-Day Shipping,Yes,0,Credit Card,10
965,40 - 49,,Sandals,Footwear,51,Arizona,M,Beige,Spring,2.6,Yes,Next Day Air,No,12,Debit Card,
966,40 - 49,Female,Boots,Footwear,55,Delaware,L,Black,Spring,5,Yes,Store Pickup,Yes,0,Credit Card,20
967,50 - 59,Female,Dress,Clothing,55,Kentucky,M,Brown,Spring,4.9,Yes,Express,Yes,0,Cash,10
968,20 - 29,Male,Hoodie,Clothing,26,Georgia,S,Silver,Summer,3.7,Yes,Store Pickup,Yes,0,Cash,50
969,50 - 59,Female,Shorts,Clothing,67,North Carolina,L,Gray,Summer,3.1,Yes,Next Day Air,Yes,48,Bank Transfer,10
970,40 - 49,Female,Coat,Outerwear,31,California,S,Pink,Fall,3.2,Yes,Express,Yes,37,Credit,10
971,40 - 49,Female,Jeans,Clothing,66,California,S,Maroon,Winter,4.4,Yes,Free Shipping,Yes,4,Cash,10
972,40 - 49,Female,Sunglasses,Accessories,67,Indiana,M,Cyan,Summer,4.3,Yes,Next Day Air,No,0,Credit Card,
973,60 - 70,Female,Sneakers,Footwear,61,Colorado,L,Gold,Winter,3,Yes,Standard,Yes,0,Credit Card,50
974,60 - 70,Female,Jacket,Outerwear,75,Colorado,M,Teal,Fall,3.5,Yes,2-Day Shipping,No,0,Bank Transfer,0
975,60 - 70,Male,Skirt,Clothing,90,North Carolina,M,Beige,Spring,3.6,Yes,2-Day Shipping,No,23,Bank Transfer,
976,50 - 59,Female,Sweater,Clothing,40,Washington,M,Olive,Summer,3.8,Yes,2-Day Shipping,No,2,Bank Transfer,0
977,30 - 39,Female,T-shirt,Clothing,90,Florida,M,Gray,Fall,3.6,Yes,Express,No,0,Credit Card,
978,20 - 29,Female,Belt,Accessories,20,Washington,M,Black,Spring,4.6,Yes,Express,No,0,Cash,
979,50 - 59,Female,Gloves,Accessories,40,Colorado,M,Turquoise,Summer,2.5,Yes,Standard,No,0,Credit Card,
980,60 - 70,Female,Hat,Accessories,33,New Hampshire,S,Brown,Fall,3.5,Yes,Store Pickup,No,0,Debit Card,0
981,50 - 59,Female,Boots,Footwear,98,Maryland,S,Magenta,Spring,4,Yes,Free Shipping,No,0,Cash,
982,20 - 29,Male,Belt,Accessories,42,Maryland,M,Silver,Spring,3.5,Yes,Next Day Air,No,0,Credit Card,0
983,30 - 39,Female,Coat,Outerwear,62,Texas,S,Red,Summer,3.2,Yes,Standard,No,0,Cash,0
984,20 - 29,Female,Hat,Accessories,45,New Mexico,L,Indigo,Winter,3.5,Yes,Free Shipping,No,40,Debit Card,
985,0 - 9,Female,Shoes,Footwear,78,Utah,M,Green,Summer,3.4,Yes,Free Shipping,Yes,0,Credit Card,10
986,30 - 39,Female,Handbag,Accessories,80,West Virginia,M,Gray,Fall,5,Yes,Express,No,0,Bank Transfer,0
987,50 - 59,Female,Scarf,Accessories,96,Connecticut,S,Peach,Spring,4.5,Yes,Store Pickup,No,36,Bank Transfer,0
988,60 - 70,Male,Handbag,Accessories,47,West Virginia,M,Charcoal,Summer,2.8,Yes,Express,No,48,Credit,0
989,50 - 59,Female,Pants,Clothing,84,Ohio,M,Orange,Winter,4.9,Yes,2-Day Shipping,No,47,Credit,0
990,60 - 70,Male,Shoes,Footwear,31,Texas,M,Beige,Spring,3.1,Yes,Store Pickup,No,0,Bank Transfer,
991,40 - 49,Male,Sunglasses,Accessories,63,Washington,S,Yellow,Spring,4.8,Yes,Store Pickup,No,0,Cash,0
992,20 - 29,Female,Shorts,Clothing,97,Wisconsin,XL,White,Spring,2.7,Yes,Standard,No,0,Bank Transfer,
993,40 - 49,Female,Jacket,Outerwear,99,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,50,Debit Card,10
994,50 - 59,Male,Sandals,Footwear,90,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,No,0,Cash,0
995,50 - 59,Female,Shoes,Footwear,68,New York,L,Violet,Fall,3.2,Yes,Express,No,20,Debit Card,0
996,40 - 49,Male,Jewelry,Accessories,80,Idaho,M,Magenta,Spring,3,Yes,2-Day Shipping,No,0,Debit Card,
997,20 - 29,Male,Sandals,Footwear,91,Delaware,L,Maroon,Summer,4.9,Yes,Standard,No,32,Bank Transfer,0
998,60 - 70,Female,Pants,Clothing,30,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,0,Cash,50
999,50 - 59,Male,Shoes,Footwear,90,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,48,Bank Transfer,10
1000,50 - 59,Male,Socks,Clothing,28,New Mexico,L,Brown,Spring,2.9,Yes,Standard,No,0,Debit Card,
1001,40 - 49,Male,Socks,Clothing,46,Georgia,M,Red,Winter,3.9,Yes,Express,No,0,Bank Transfer,0
1002,60 - 70,Female,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,No,0,Debit Card,0
1003,50 - 59,Male,Shoes,Footwear,59,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,No,0,Bank Transfer,0
1004,50 - 59,Female,Hat,Accessories,68,Ohio,M,Green,Fall,4,Yes,Store Pickup,Yes,3,Cash,10
1005,30 - 39,Male,Backpack,Accessories,79,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,No,0,Cash,0
1006,40 - 49,Female,Backpack,Accessories,94,New York,M,Gold,Winter,3.9,Yes,Store Pickup,No,5,Debit Card,
1007,20 - 29,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,0,Debit Card,50
1008,50 - 59,Female,Gloves,Accessories,62,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,No,0,Credit Card,
1009,40 - 49,Female,Scarf,Accessories,85,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,No,0,Cash,0
1010,30 - 39,Female,Hoodie,Clothing,30,Louisiana,M,Silver,Summer,3.1,Yes,Express,No,0,Debit Card,0
1011,50 - 59,Female,Jeans,Clothing,24,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,37,Credit Card,10
1012,40 - 49,Female,Backpack,Accessories,25,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,No,0,Debit Card,0
1013,20 - 29,Male,Sandals,Footwear,37,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,27,Credit Card,10
1014,50 - 59,Female,Belt,Accessories,69,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,0,Debit Card,10
1015,20 - 29,Female,Shoes,Footwear,97,Ohio,M,Violet,Summer,3,Yes,Standard,No,0,Debit Card,
1016,60 - 70,Female,Gloves,Accessories,24,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,No,0,Cash,0
1017,20 - 29,Female,Belt,Accessories,30,Idaho,XL,Blue,Summer,3.4,Yes,Express,No,15,Bank Transfer,0
1018,20 - 29,Female,Jacket,Outerwear,53,Oklahoma,L,Orange,Fall,2.5,Yes,Express,No,0,Credit Card,0
1019,50 - 59,Female,Dress,Clothing,70,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,No,0,Cash,
1020,30 - 39,Female,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,No,33,Debit Card,
1021,20 - 29,Female,Scarf,Accessories,95,Delaware,M,Black,Fall,4.5,Yes,Express,No,0,Debit Card,0
1022,50 - 59,Male,Coat,Outerwear,51,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,No,0,Debit,0
1023,0 - 9,Male,Handbag,Accessories,41,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,7,Cash,10
1024,60 - 70,Female,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,No,29,Bank Transfer,
1025,20 - 29,,T-shirt,Clothing,66,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,18,Debit Card,10
1026,60 - 70,Female,Shirt,Clothing,84,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,No,0,Credit Card,
1027,40 - 49,Male,Handbag,Accessories,95,Virginia,L,Turquoise,Winter,3,Yes,Express,No,0,Cash,0
1028,30 - 39,Female,Jewelry,Accessories,90,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,No,0,Cash,
1029,40 - 49,Female,Hoodie,Clothing,36,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,No,0,Cash,0
1030,0 - 9,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,33,Debit Card,10
1031,50 - 59,Male,Coat,Outerwear,89,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,0,Debit Card,20
1032,20 - 29,Male,Sandals,Footwear,50,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,No,0,Cash,
